Circle,Division,SubDivision,Section,Area,CatCode,CatDesc,TotServices,BilledServices,Units,Load
KAMAREDDY,YELLAREDDY,YELLAREDDY,YELLAREDDY,JANGAMIPALLI,2,COMMERCIAL,4,1,3154.0,11.89
KAMAREDDY,YELLAREDDY,YELLAREDDY,YELLAREDDY,LAXMAPOOR,2,COMMERCIAL,6,2,1997.0,24.9
NIRMAL,NIRMAL,NIRMAL,SOAN,VELMAL (LOCAL),2,COMMERCIAL,4,0,0.0,5.75
NIRMAL,NIRMAL,NIRMAL RURAL,DILWARPUR,ANJANI,2,COMMERCIAL,3,3,0.0,6.0
NIRMAL,NIRMAL,NIRMAL RURAL,DILWARPUR,BANSAPALLY,2,COMMERCIAL,4,0,0.0,5.24
NIRMAL,NIRMAL,NIRMAL RURAL,DILWARPUR,CHARLAPALLY,2,COMMERCIAL,2,1,4454.0,21.9
NIRMAL,NIRMAL,NIRMAL RURAL,DILWARPUR,DARYPUR,2,COMMERCIAL,1,0,0.0,2.0
KAMAREDDY,YELLAREDDY,YELLAREDDY,NAGIREDDIPET,MATOOR,2,COMMERCIAL,2,1,254.0,0.52
NIRMAL,NIRMAL,NIRMAL,SOAN,SOAN,2,COMMERCIAL,88,71,15480.0,170.634
KAMAREDDY,YELLAREDDY,YELLAREDDY,YELLAREDDY,POSANPALLY,2,COMMERCIAL,2,1,2.0,1.422
KAMAREDDY,YELLAREDDY,YELLAREDDY,NAGIREDDIPET,RAMAKKAPALLI,2,COMMERCIAL,2,1,2165.0,15.83
KAMAREDDY,YELLAREDDY,YELLAREDDY,NAGIREDDIPET,WADALPARTHI,2,COMMERCIAL,4,0,0.0,5.715
NIZAMABAD,NIZAMABAD,NIZAMABAD - TOWN,DISTIBUTION-I,L3,2,COMMERCIAL,432,351,42162.0,574.71
NIZAMABAD,NIZAMABAD,NIZAMABAD - TOWN,DISTIBUTION-I,M1,2,COMMERCIAL,754,690,67203.0,1222.503
NIZAMABAD,NIZAMABAD,NIZAMABAD - TOWN,DISTRIBUTION-IV,BORGAON (P),2,COMMERCIAL,16,2,0.0,16.84
NIZAMABAD,NIZAMABAD,NIZAMABAD - TOWN,DISTRIBUTION-IV,L7,2,COMMERCIAL,454,448,104646.0,1250.752
NIZAMABAD,NIZAMABAD,NIZAMABAD - TOWN,DISTRIBUTION-IV,M2,2,COMMERCIAL,650,502,66517.0,1131.64
KAMAREDDY,YELLAREDDY,YELLAREDDY,YELLAREDDY,GANDHIMASANIPET,2,COMMERCIAL,22,16,3465.0,58.499
WARANGAL,WARANGAL,MULUGU ROAD,AREPALLY,AREPALLI,2,COMMERCIAL,209,177,88122.0,651.99
WARANGAL,WARANGAL,MULUGU ROAD,AREPALLY,ENUMAMULA,2,COMMERCIAL,116,102,7942.0,176.48
WARANGAL,WARANGAL,MULUGU ROAD,AREPALLY,KOTHAPET,2,COMMERCIAL,10,10,3922.0,34.2
WARANGAL,WARANGAL,MULUGU ROAD,AREPALLY,MUSALAMMAKUNTA,2,COMMERCIAL,123,123,13179.0,138.44
WARANGAL,WARANGAL,MULUGU ROAD,AREPALLY,PAIDEPALLI,2,COMMERCIAL,190,142,31391.0,483.855
KAMAREDDY,YELLAREDDY,YELLAREDDY,YELLAREDDY,SABDALPOOR,2,COMMERCIAL,2,0,0.0,1.26
WARANGAL,WARANGAL,MULUGU ROAD,DESAIPET,BALASANTHANAGAR,2,COMMERCIAL,123,110,8582.0,185.29
WARANGAL,WARANGAL,MULUGU ROAD,DESAIPET,DESAIPET,2,COMMERCIAL,238,195,23112.0,420.545
WARANGAL,WARANGAL,MULUGU ROAD,DESAIPET,L B NAGAR,2,COMMERCIAL,890,821,140221.0,2165.858
WARANGAL,WARANGAL,MULUGU ROAD,DESAIPET,MANDI BAZAR,2,COMMERCIAL,206,176,21657.0,246.79
WARANGAL,WARANGAL,MULUGU ROAD,MATWADA,BONDIVAGU,2,COMMERCIAL,753,718,62385.0,1029.259
KAMAREDDY,YELLAREDDY,YELLAREDDY,YELLAREDDY,ALMAJIPOOR,2,COMMERCIAL,2,2,351.0,3.26
KAMAREDDY,YELLAREDDY,YELLAREDDY,NAGIREDDIPET,GOLI LINGAL,2,COMMERCIAL,2,2,41.0,4.0
KAMAREDDY,YELLAREDDY,YELLAREDDY,NAGIREDDIPET,KANNAREDDI,2,COMMERCIAL,4,1,62.0,1.984
ADILABAD,UTNOOR,UTNOOR,INDERVELLY,DASNAPUR,2,COMMERCIAL,3,3,3024.0,13.85
ADILABAD,UTNOOR,UTNOOR,INDERVELLY,DHANNURA (B),2,COMMERCIAL,33,25,6647.0,36.377
ADILABAD,UTNOOR,UTNOOR,INDERVELLY,DHANOORA (K),2,COMMERCIAL,2,2,81.0,1.18
KAMAREDDY,YELLAREDDY,YELLAREDDY,YELLAREDDY,MEESANPALLI,2,COMMERCIAL,2,1,83.0,1.832
KAMAREDDY,YELLAREDDY,YELLAREDDY,NAGIREDDIPET,TANDOOR,2,COMMERCIAL,41,3,2136.0,47.818
KAMAREDDY,YELLAREDDY,YELLAREDDY,NAGIREDDIPET,WODI,2,COMMERCIAL,3,2,350.0,2.02
WARANGAL,WARANGAL,MULUGU ROAD,MATWADA,J P N ROAD,2,COMMERCIAL,456,420,62832.0,764.47
WARANGAL,WARANGAL,MULUGU ROAD,MATWADA,KONDURIVARI STREET,2,COMMERCIAL,283,267,20950.0,357.542
WARANGAL,WARANGAL,MULUGU ROAD,MATWADA,M G M ROAD,2,COMMERCIAL,328,254,35829.0,451.28
WARANGAL,WARANGAL,MULUGU ROAD,MATWADA,MATWADA,2,COMMERCIAL,428,366,157094.0,2254.897
WARANGAL,WARANGAL,MULUGU ROAD,MATWADA,PEPAIAHPET CHAMAN,2,COMMERCIAL,236,207,13081.0,229.0
WARANGAL,WARANGAL,MULUGU ROAD,MATWADA,PINNAVARI STREET,2,COMMERCIAL,492,460,21839.0,431.695
WARANGAL,WARANGAL,MULUGU ROAD,MATWADA,RAMA TALKIES,2,COMMERCIAL,340,307,23531.0,392.12
KAMAREDDY,YELLAREDDY,YELLAREDDY,YELLAREDDY,THIMMAPOOR,2,COMMERCIAL,2,1,31.0,1.26
KAMAREDDY,YELLAREDDY,YELLAREDDY,YELLAREDDY,HAJIPOOR,2,COMMERCIAL,1,0,0.0,0.26
KAMAREDDY,YELLAREDDY,YELLAREDDY,YELLAREDDY,KOTTAPALLY,2,COMMERCIAL,1,0,0.0,1.0
ADILABAD,UTNOOR,UTNOOR,GUDIHATNOOR,DONGANGAON,2,COMMERCIAL,9,4,4781.0,31.38
ADILABAD,UTNOOR,UTNOOR,GUDIHATNOOR,GUDIHATHNOOR,2,COMMERCIAL,301,237,21971.0,318.253
KAMAREDDY,YELLAREDDY,YELLAREDDY,NAGIREDDIPET,MASANPALLI (M),2,COMMERCIAL,10,3,234.0,4.561
KAMAREDDY,YELLAREDDY,YELLAREDDY,NAGIREDDIPET,POCHARAM,2,COMMERCIAL,11,10,5019.0,30.122
KHAMMAM,SATHUPALLY,THALLADA,KURNAVALLY,MALSOOR THANDA,2,COMMERCIAL,29,0,0.0,28.881
KHAMMAM,SATHUPALLY,THALLADA,KURNAVALLY,MITTAPALLY,2,COMMERCIAL,23,2,132.0,23.165
KHAMMAM,SATHUPALLY,THALLADA,KURNAVALLY,MUDDUNURU,2,COMMERCIAL,23,0,0.0,24.75
